Key Indicator,Constituent ID,Age,Preferred State,Gift Date,Gift Amount,Fund Split Amount,Fund Description,Campaign Description,Total Amount of Gifts_1,Gift Total Number of Gifts_1,Gift Payment Type,Gift Batch Description,First Gift Date,First Gift Amount,Last Gift Date,Last Gift Amount
"Individual","385508","","New Jersey","4/10/2024","$102.87","$51.43","331-Unrestricted","New Campaign","$854.57","7","PayPal","SPD Gifts as of 4.16.24","6/30/2009","$100.00","4/10/2024","$102.87"
"Individual","5106","","New Jersey","5/6/2024","$250.00","$250.00","331-Unrestricted","New Campaign","$456.80","2","PayPal","NetCommunity Donations","1/1/1960","$5.00","12/2/2024","$400.00"
"Individual","406153","","Connecticut","2/4/2024","$600.00","$600.00","331-Unrestricted","New Campaign","$600.00","1","PayPal","NetCommunity Event Registration Fees","2/25/2022","$50.00","2/4/2024","$600.00"
"Individual","394611","54","New Jersey","6/27/2023","$10.00","$10.00","331-Unrestricted","New Campaign","$10.00","1","PayPal","NetCommunity Donations","6/27/2023","$10.00","6/27/2023","$10.00"
"Individual","399361","","New Jersey","6/6/2024","$100.00","$100.00","331-Unrestricted","New Campaign","$300.00","3","PayPal","NetCommunity Donations","9/28/2018","$100.00","12/2/2024","$100.00"
"Individual","6013","67","New Jersey","2/7/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$100.00","4","PayPal","NetCommunity Donations","6/30/1983","$10.00","12/2/2024","$25.00"
"Individual","48990","43","Washington","6/30/2024","$100.00","$100.00","331-Unrestricted","New Campaign","$350.00","4","PayPal","NetCommunity Donations","4/14/2003","$25.00","6/30/2024","$100.00"
"Individual","23483","","New York","6/30/2024","$51.44","$51.44","331-Unrestricted","New Campaign","$351.44","7","PayPal","","3/26/1997","$50.00","6/30/2024","$51.44"
"Individual","16871","83","Michigan","5/25/2024","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","PayPal","NetCommunity Donations","1/1/1960","$22.00","9/10/2024","$102.87"
"Individual","410243","","New Jersey","5/1/2024","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","PayPal","","5/1/2024","$35.00","8/3/2024","$20.00"
"Individual","47072","48","New Jersey","9/27/2023","$20.00","$20.00","331-Unrestricted","New Campaign","$3,803.30","27","PayPal","NetCommunity Donations","6/30/2003","$25.00","11/21/2024","$50.00"
"Individual","381215","56","New Jersey","5/5/2023","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","PayPal","NetCommunity Event Registration Fees","3/28/2014","$10.00","5/5/2023","$35.00"
"Individual","39166","68","New Jersey","3/28/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$50.00","2","PayPal","NetCommunity Donations","9/13/2006","$25.00","3/28/2023","$25.00"
"Individual","379626","","New Jersey","4/6/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$177.08","5","PayPal","NetCommunity Donations","10/22/2015","$25.00","11/30/2024","$50.00"
"Individual","379626","","New Jersey","12/28/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$177.08","5","PayPal","NetCommunity Donations","10/22/2015","$25.00","11/30/2024","$50.00"
"Individual","47824","44","New Jersey","4/10/2024","$205.74","$205.74","331-Unrestricted","New Campaign","$771.68","4","PayPal","SPD Gifts as of 4.16.24","5/7/2002","$20.02","4/10/2024","$205.74"
"Individual","47072","48","New Jersey","5/7/2024","$25.00","$25.00","331-Unrestricted","New Campaign","$3,803.30","27","PayPal","NetCommunity Donations","6/30/2003","$25.00","11/21/2024","$50.00"
"Individual","11530","64","New Jersey","4/10/2024","$51.44","$51.44","331-Unrestricted","New Campaign","$327.29","8","PayPal","SPD Gifts as of 4.16.24","6/30/1983","$10.00","4/10/2024","$51.44"
"Individual","39390","51","New Jersey","5/28/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$1,325.00","9","PayPal","NetCommunity Event Registration Fees","11/6/1996","$25.00","7/3/2024","$4,000.00"
"Individual","408152","","","5/5/2023","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","PayPal","NetCommunity Event Registration Fees","5/5/2023","$35.00","5/5/2023","$35.00"
"Individual","7754","60","New Jersey","5/28/2023","$20.00","$20.00","331-Unrestricted","New Campaign","$70.00","2","PayPal","NetCommunity Event Registration Fees","6/30/1988","$10.00","6/30/2023","$50.00"
"Individual","408025","","Maine","12/13/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$302.87","3","PayPal","NetCommunity Donations","3/7/2023","$100.00","7/15/2024","$100.00"
"Individual","13559","74","Connecticut","11/17/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$1,907.15","6","PayPal","NetCommunity Donations","6/30/1972","$25.00","9/21/2024","$100.00"
"Individual","405854","58","New Jersey","11/21/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$960.00","4","PayPal","NetCommunity Donations","11/4/2022","$100.00","4/10/2024","$100.00"
"Individual","408122","","","4/29/2023","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","PayPal","NetCommunity Event Registration Fees","4/29/2023","$35.00","4/29/2023","$35.00"
"Individual","409499","35","New Jersey","3/17/2024","$30.86","$10.28","331-Unrestricted","New Campaign","$56.58","2","PayPal","","3/17/2024","$30.86","4/10/2024","$25.72"
"Individual","3750","64","New York","3/17/2024","$205.74","$205.74","331-Unrestricted","New Campaign","$460.42","4","PayPal","","6/30/1983","$10.00","3/17/2024","$205.74"
"Individual","393685","31","New Jersey","4/10/2024","$30.86","$10.29","331-Unrestricted","New Campaign","$30.86","1","PayPal","SPD Gifts as of 4.16.24","4/27/2015","$5.00","4/10/2024","$30.86"
"Individual","2280","81","Louisiana","12/23/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$600.00","6","PayPal","NetCommunity Donations","1/1/1960","$850.00","12/23/2023","$100.00"
"Individual","396302","36","New Jersey","4/10/2024","$25.72","$10.29","331-Unrestricted","New Campaign","$497.17","33","PayPal","SPD Gifts as of 4.16.24","11/30/2016","$5.00","12/3/2024","$10.00"
"Individual","8706","85","New Jersey","3/3/2024","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$4,518.00","5","PayPal","NetCommunity Donations","6/30/1973","$10.00","5/8/2024","$1,003.00"
"Individual","22720","86","Delaware","3/28/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$300.00","5","PayPal","NetCommunity Donations","1/1/1960","$80.00","9/24/2024","$50.00"
"Individual","387584","37","New Jersey","6/22/2024","$200.00","$200.00","331-Unrestricted","New Campaign","$1,535.41","11","PayPal","NetCommunity Donations","5/21/2013","$50.00","6/22/2024","$200.00"
"Individual","1504","","New Jersey","3/23/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$250.00","4","PayPal","NetCommunity Donations","6/30/1971","$140.00","5/24/2024","$50.00"
"Individual","396302","36","New Jersey","2/2/2023","$1.00","$1.00","331-Unrestricted","New Campaign","$497.17","33","PayPal","NetCommunity Donations","11/30/2016","$5.00","12/3/2024","$10.00"
"Individual","396302","36","New Jersey","2/2/2023","$1.00","$1.00","331-Unrestricted","New Campaign","$497.17","33","PayPal","NetCommunity Donations","11/30/2016","$5.00","12/3/2024","$10.00"
"Individual","4717","72","New Jersey","11/2/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","PayPal","NetCommunity Event Registration Fees","2/17/1994","$0.01","8/23/2024","$200.00"
"Individual","4783","69","New Jersey","10/9/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$910.00","10","PayPal","NetCommunity Event Registration Fees","6/30/1979","$50.00","3/5/2024","$150.00"
"Individual","4783","69","New Jersey","10/9/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$910.00","10","PayPal","NetCommunity Event Registration Fees","6/30/1979","$50.00","3/5/2024","$150.00"
"Individual","11790","","New Jersey","10/16/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$50.00","2","PayPal","NetCommunity Donations","6/30/1972","$25.00","10/16/2023","$25.00"
"Individual","45020","47","New Jersey","12/21/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$500.00","7","PayPal","NetCommunity Donations","3/28/2003","$25.00","12/21/2023","$100.00"
"Individual","404848","","Pennsylvania","12/18/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","PayPal","NetCommunity Donations","12/18/2023","$100.00","12/18/2023","$100.00"
"Individual","45049","","New Jersey","8/7/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$140.00","2","PayPal","NetCommunity Donations","7/22/2019","$40.00","8/7/2023","$100.00"
"Individual","2341","","New Jersey","12/28/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$453.40","3","PayPal","NetCommunity Donations","6/30/1973","$10.00","12/28/2023","$100.00"
"Individual","407653","54","New Jersey","12/13/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","PayPal","NetCommunity Donations","12/13/2023","$100.00","12/13/2023","$100.00"
"Individual","407788","","New York","12/13/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$200.00","3","PayPal","NetCommunity Donations","10/13/2022","$100.00","12/13/2023","$50.00"
"Individual","407849","27","New Jersey","5/12/2023","$35.00","$35.00","331-Unrestricted","New Campaign","$45.00","2","PayPal","NetCommunity Event Registration Fees","11/29/2022","$10.00","5/12/2023","$35.00"
"Individual","4768","73","New Jersey","4/10/2024","$102.87","$102.87","331-Unrestricted","New Campaign","$2,381.99","18","PayPal","SPD Gifts as of 4.16.24","6/30/1974","$15.00","9/18/2024","$77.15"
"Individual","42116","49","New Jersey","10/19/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$4,002.56","14","PayPal","NetCommunity Event Registration Fees","4/6/1999","$50.00","10/27/2023","$4,000.00"
"Individual","4083","68","New Jersey","2/7/2024","$2,000.00","$2,000.00","331-Unrestricted","New Campaign","$6,525.00","7","PayPal","NetCommunity Donations","6/30/1985","$10.00","11/20/2024","$1,028.70"
"Individual","1504","","New Jersey","5/24/2024","$50.00","$50.00","331-Unrestricted","New Campaign","$250.00","4","PayPal","NetCommunity Donations","6/30/1971","$140.00","5/24/2024","$50.00"
"Individual","1856","","Massachusetts","5/24/2024","$50.00","$50.00","331-Unrestricted","New Campaign","$100.00","2","PayPal","NetCommunity Donations","6/30/1976","$10.00","5/24/2024","$50.00"
"Individual","42116","49","New Jersey","3/25/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$4,002.56","14","PayPal","NetCommunity Event Registration Fees","4/6/1999","$50.00","10/27/2023","$4,000.00"
"Individual","2779","","North Carolina","10/22/2023","$10.00","$10.00","331-Unrestricted","New Campaign","$20.00","2","PayPal","NetCommunity Donations","6/30/1970","$10.00","10/22/2023","$10.00"
"Individual","408025","","Maine","3/7/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$302.87","3","PayPal","NetCommunity Donations","3/7/2023","$100.00","7/15/2024","$100.00"
"Individual","4783","69","New Jersey","3/8/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$910.00","10","PayPal","NetCommunity Donations","6/30/1979","$50.00","3/5/2024","$150.00"
"Individual","396302","36","New Jersey","2/2/2023","$1.00","$1.00","331-Unrestricted","New Campaign","$497.17","33","PayPal","NetCommunity Donations","11/30/2016","$5.00","12/3/2024","$10.00"
"Individual","396302","36","New Jersey","2/2/2023","$1.00","$1.00","331-Unrestricted","New Campaign","$497.17","33","PayPal","NetCommunity Donations","11/30/2016","$5.00","12/3/2024","$10.00"
"Individual","386686","37","Indiana","10/28/2022","$15.00","$15.00","331-Unrestricted","New Campaign","$15.00","1","PayPal","NetCommunity Event Registration Fees","11/14/2013","$25.00","10/28/2022","$15.00"
"Individual","9774","","Florida","4/6/2024","$154.31","$154.31","505-General Scholarship Fund","New Campaign","$955.59","8","PayPal","","6/30/1970","$50.00","4/6/2024","$154.31"
"Individual","8066","74","New Jersey","1/13/2024","$550.00","$550.00","505-General Scholarship Fund","New Campaign","$2,392.00","10","PayPal","NetCommunity Donations","6/30/1977","$25.00","1/13/2024","$550.00"
"Individual","405854","58","New Jersey","4/10/2024","$100.00","$100.00","505-General Scholarship Fund","New Campaign","$960.00","4","PayPal","SPD Gifts as of 4.16.24","11/4/2022","$100.00","4/10/2024","$100.00"
"Individual","387584","37","New Jersey","12/16/2023","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$1,535.41","11","PayPal","NetCommunity Donations","5/21/2013","$50.00","6/22/2024","$200.00"
"Individual","410168","","New York","4/11/2024","$20.82","$20.82","505-General Scholarship Fund","New Campaign","$55.82","2","PayPal","SPD Gifts as of 4.16.24","4/11/2024","$20.82","5/13/2024","$35.00"
"Individual","409499","35","New Jersey","4/10/2024","$25.72","$25.72","505-General Scholarship Fund","New Campaign","$56.58","2","PayPal","SPD Gifts as of 4.16.24","3/17/2024","$30.86","4/10/2024","$25.72"
"Individual","410165","","New Jersey","4/15/2024","$22.00","$22.00","505-General Scholarship Fund","New Campaign","$22.00","1","PayPal","SPD Gifts as of 4.16.24","4/15/2024","$22.00","4/15/2024","$22.00"
"Individual","7257","64","New Jersey","4/10/2024","$250.00","$250.00","505-General Scholarship Fund","New Campaign","$400.00","2","PayPal","SPD Gifts as of 4.16.24","6/30/1982","$5.00","4/10/2024","$250.00"
"Individual","385508","","New Jersey","4/10/2024","$102.87","$51.44","505-General Scholarship Fund","New Campaign","$854.57","7","PayPal","SPD Gifts as of 4.16.24","6/30/2009","$100.00","4/10/2024","$102.87"
"Individual","410123","","","4/10/2024","$20.24","$20.24","505-General Scholarship Fund","New Campaign","$40.48","2","PayPal","SPD Gifts as of 4.16.24","4/10/2024","$20.24","4/10/2024","$20.24"
"Individual","39076","52","New Jersey","4/10/2024","$102.87","$102.87","505-General Scholarship Fund","New Campaign","$2,768.64","17","PayPal","SPD Gifts as of 4.16.24","12/5/1995","$25.00","12/3/2024","$102.87"
"Individual","410123","","","4/10/2024","$20.24","$20.24","505-General Scholarship Fund","New Campaign","$40.48","2","PayPal","SPD Gifts as of 4.16.24","4/10/2024","$20.24","4/10/2024","$20.24"
"Individual","7809","65","New Jersey","4/25/2024","$50.00","$50.00","505-General Scholarship Fund","New Campaign","$200.00","3","PayPal","NetCommunity Donations","6/30/1982","$10.00","4/25/2024","$50.00"
"Individual","8837","","Pennsylvania","4/10/2024","$30.86","$30.86","505-General Scholarship Fund","New Campaign","$90.86","3","PayPal","SPD Gifts as of 4.16.24","6/30/1974","$10.00","4/10/2024","$30.86"
"Individual","410288","","New Jersey","5/8/2024","$20.24","$20.24","505-General Scholarship Fund","New Campaign","$20.24","1","PayPal","Almabase gifts as of 5/14/24","5/8/2024","$20.24","5/8/2024","$20.24"
"Individual","5090","84","District of Columbia","3/29/2023","$1,000.00","$1,000.00","505-General Scholarship Fund","New Campaign","$3,000.00","3","PayPal","NetCommunity Donations","1/1/1960","$195.00","8/8/2023","$23,310.76"
"Individual","47824","44","New Jersey","4/10/2024","$205.74","$205.74","45-Dr. James V. Bastek Honors Program","New Campaign","$771.68","4","PayPal","SPD Gifts as of 4.16.24","5/7/2002","$20.02","4/10/2024","$205.74"
"Individual","405299","","New York","12/31/2023","$500.00","$500.00","71-Men's Golf","New Campaign","$1,500.00","2","PayPal","NetCommunity Donations","9/30/2021","$500.00","9/24/2024","$500.00"
"Individual","405299","","New York","12/31/2023","$500.00","$500.00","71-Men's Golf","New Campaign","$1,500.00","2","PayPal","NetCommunity Donations","9/30/2021","$500.00","9/24/2024","$500.00"
"Individual","409846","","","2/2/2024","$100.00","$100.00","114-Women's Volleyball","New Campaign","$151.44","2","PayPal","Peacock Nation Day - Almabase gifts","2/2/2024","$100.00","4/10/2024","$51.44"
"Individual","409833","","New Jersey","2/2/2024","$50.00","$50.00","114-Women's Volleyball","New Campaign","$50.00","1","PayPal","Peacock Nation Day - Almabase gifts","2/2/2024","$50.00","2/2/2024","$50.00"
"Individual","409853","","Puerto Rico","2/2/2024","$50.00","$50.00","114-Women's Volleyball","New Campaign","$50.00","1","PayPal","Peacock Nation Day - Almabase gifts","2/2/2024","$50.00","2/2/2024","$50.00"
"Individual","409850","","","2/2/2024","$50.00","$50.00","114-Women's Volleyball","New Campaign","$50.00","1","PayPal","Peacock Nation Day - Almabase gifts","2/2/2024","$50.00","2/2/2024","$50.00"
"Individual","409849","","Arizona","2/2/2024","$50.00","$50.00","114-Women's Volleyball","New Campaign","$50.00","1","PayPal","Peacock Nation Day - Almabase gifts","2/2/2024","$50.00","2/2/2024","$50.00"
"Individual","409851","","Puerto Rico","2/2/2024","$50.00","$50.00","114-Women's Volleyball","New Campaign","$100.00","2","PayPal","Peacock Nation Day - Almabase gifts","2/2/2024","$50.00","2/2/2024","$50.00"
"Individual","409851","","Puerto Rico","2/2/2024","$50.00","$50.00","114-Women's Volleyball","New Campaign","$100.00","2","PayPal","Peacock Nation Day - Almabase gifts","2/2/2024","$50.00","2/2/2024","$50.00"
"Individual","409877","","New Jersey","2/1/2024","$50.00","$50.00","71-Men's Golf","New Campaign","$50.00","1","PayPal","Peacock Nation Day - Almabase gifts","2/1/2024","$50.00","2/1/2024","$50.00"
